"inchikey"	"synonym"
"KYGZCKSPAKDVKC-UHFFFAOYSA-N"	"oa"
"FUSNMLFNXJSCDI-UHFFFAOYSA-N"	"odor-x"
"MMOXZBCLCQITDF-UHFFFAOYSA-N"	"off!"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"office"
"BVKZGUZCCUSVTD-UHFFFAOYSA-N"	"ohta's"
"BVKZGUZCCUSVTD-UHFFFAOYSA-N"	"ohtas"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"oil-free"
"RJKFOVLPORLFTN-UHFFFAOYSA-N"	"oil-liq"
"VYGQUTWHTHXGQB-UHFFFAOYSA-N"	"oils"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"oily sk"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"oint 400%"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"oint 400%"
"CIWBSHSKHKDKBQ-UHFFFAOYSA-N"	"oj's"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"old"
"FELGMEQIXOGIFQ-UHFFFAOYSA-N"	"omega-(preservative"
"FELGMEQIXOGIFQ-UHFFFAOYSA-N"	"omega-(preservative free-single"
"FELGMEQIXOGIFQ-UHFFFAOYSA-N"	"omega-(with preservative-multidose"
"XUFQPHANEAPEMJ-UHFFFAOYSA-N"	"omega-(with preservative,benzyl"
"XUFQPHANEAPEMJ-UHFFFAOYSA-N"	"omega-(without"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"on guard"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"on skin,"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"on skin,"
"DHHVAGZRUROJKS-UHFFFAOYSA-N"	"ona-mast"
"GUGOEEXESWIERI-UHFFFAOYSA-N"	"once"
"GUGOEEXESWIERI-UHFFFAOYSA-N"	"once a"
"FELGMEQIXOGIFQ-UHFFFAOYSA-N"	"ondansetron omega-(preservative"
"FELGMEQIXOGIFQ-UHFFFAOYSA-N"	"ondansetron omega-(with"
"RWTNPBWLLIMQHL-UHFFFAOYSA-N"	"one aller"
"OFHCOWSQAMBJIW-UHFFFAOYSA-N"	"one alpha"
"NNJVILVZKWQKPM-UHFFFAOYSA-N"	"one gm"
"JYGXADMDTFJGBT-UHFFFAOYSA-N"	"one per"
"ISWSIDIOOBJBQZ-UHFFFAOYSA-N"	"one sore"
"OFHCOWSQAMBJIW-UHFFFAOYSA-N"	"one-alpha"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"oneback"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"ones"
"CXOXHMZGEKVPMT-UHFFFAOYSA-N"	"onfi"
"OIRDTQYFTABQOQ-UHFFFAOYSA-N"	"only)"
"FEBLZLNTKCEFIT-UHFFFAOYSA-N"	"ont 0.01%"
"FEBLZLNTKCEFIT-UHFFFAOYSA-N"	"ont 0.01%"
"CEAZRRDELHUEMR-UHFFFAOYSA-N"	"ont 0.3%"
"CEAZRRDELHUEMR-UHFFFAOYSA-N"	"ont 0.3%"
"SKIVFJLNDNKQPD-UHFFFAOYSA-N"	"ont 10.0%"
"SKIVFJLNDNKQPD-UHFFFAOYSA-N"	"ont 10.0%"
"ZDFDJJJGIRGMBE-UHFFFAOYSA-N"	"ont 100000iu/gm"
"ZDFDJJJGIRGMBE-UHFFFAOYSA-N"	"ont 100000unit/gm"
"WIIZWVCIJKGZOK-UHFFFAOYSA-N"	"ont 10mg/gm"
"JYGXADMDTFJGBT-UHFFFAOYSA-N"	"ont 25"
"GVJHHUAWPYXKBD-UHFFFAOYSA-N"	"ont 30unit/gm"
"LWQQLNNNIPYSNX-UHFFFAOYSA-N"	"ont 50mcg/gm"
"ZQPPMHVWECSIRJ-UHFFFAOYSA-N"	"oo"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"ooh"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"ooh la"
"ULGZDMOVFRHVEP-UHFFFAOYSA-N"	"op ont"
"BLFLLBZGZJTVJG-UHFFFAOYSA-N"	"opahl"
"BLFLLBZGZJTVJG-UHFFFAOYSA-N"	"opahl dye"
"SKYSRIRYMSLOIN-UHFFFAOYSA-N"	"ophtalmic solution-1%"
"OCUJLLGVOUDECM-UHFFFAOYSA-N"	"ophthalmic solution-0.1%"
"QTTRZHGPGKRAFB-UHFFFAOYSA-N"	"ophthalmic suspension-1%"
"LLEMOWNGBBNAJR-UHFFFAOYSA-N"	"opp"
"LLEMOWNGBBNAJR-UHFFFAOYSA-N"	"opp?"
"ZVGNESXIJDCBKN-UHFFFAOYSA-N"	"opt"
"ZVGNESXIJDCBKN-UHFFFAOYSA-N"	"opt-80"
"QYSXJUFSXHHAJI-UHFFFAOYSA-N"	"opti-cal"
"BYJAVTDNIXVSPW-UHFFFAOYSA-N"	"optical"
"SUWZHLCNFQWNPE-UHFFFAOYSA-N"	"optichin"
"BYJAVTDNIXVSPW-UHFFFAOYSA-N"	"opticlear"
"IMZMKUWMOSJXDT-UHFFFAOYSA-N"	"opticrom"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"optidose"
"AXFGWXLCWCNPHP-UHFFFAOYSA-N"	"optimark"
"QIVBCDIJIAJPQS-UHFFFAOYSA-N"	"optimax"
"WWYNJERNGUHSAO-UHFFFAOYSA-N"	"option"
"WWYNJERNGUHSAO-UHFFFAOYSA-N"	"option 2"
"FBWNMEQMRUMQSO-UHFFFAOYSA-N"	"options"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"or/scrub"
"BVKZGUZCCUSVTD-UHFFFAOYSA-N"	"ora"
"BVKZGUZCCUSVTD-UHFFFAOYSA-N"	"ora rinse"
"CHNXZKVNWQUJIB-UHFFFAOYSA-N"	"ora-lutin"
"RZVAJINKPMORJF-UHFFFAOYSA-N"	"orale"
"OENHQHLEOONYIE-UHFFFAOYSA-N"	"orange 5"
"FDSDTBUPSURDBL-UHFFFAOYSA-N"	"orange 8"
"CIWBSHSKHKDKBQ-UHFFFAOYSA-N"	"orange c"
"CIWBSHSKHKDKBQ-UHFFFAOYSA-N"	"orange)"
"HSRJKNPTNIJEKV-UHFFFAOYSA-N"	"organ"
"HSRJKNPTNIJEKV-UHFFFAOYSA-N"	"organ i"
"HSRJKNPTNIJEKV-UHFFFAOYSA-N"	"organ-i"
"MQTOSJVFKKJCRP-UHFFFAOYSA-N"	"orl 100mg/5ml"
"MQTOSJVFKKJCRP-UHFFFAOYSA-N"	"orl 200mg/5ml"
"LSQZJLSUYDQPKJ-UHFFFAOYSA-N"	"orl sus"
"PXQPEWDEAKTCGB-UHFFFAOYSA-N"	"oro"
"GHXZTYHSJHQHIJ-UHFFFAOYSA-N"	"oro-clear"
"BVKZGUZCCUSVTD-UHFFFAOYSA-N"	"os cal"
"XNOPRXBHLZRZKH-UHFFFAOYSA-N"	"ot"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"over"
"WVDDGKGOMKODPV-UHFFFAOYSA-N"	"own"
"OGGXGZAMXPVRFZ-UHFFFAOYSA-N"	"oxide,"
"OGGXGZAMXPVRFZ-UHFFFAOYSA-N"	"oxide,"
"MCJGNVYPOGVAJF-UHFFFAOYSA-N"	"oxine in"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"oxy deep"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"oxy rub"
"BRUQQQPBMZOVGD-UHFFFAOYSA-N"	"oxy.ir"
"FUSNMLFNXJSCDI-UHFFFAOYSA-N"	"oz"
"FBPFZTCFMRRESA-UHFFFAOYSA-N"	"p 20/60"
"FBPFZTCFMRRESA-UHFFFAOYSA-N"	"p 60w"
"QTBSBXVTEAMEQO-UHFFFAOYSA-N"	"p in"
"KHOITXIGCFIULA-UHFFFAOYSA-N"	"p lax"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"p light"
"WUBBRNOQWQTFEX-UHFFFAOYSA-N"	"p.a.s."
"WUBBRNOQWQTFEX-UHFFFAOYSA-N"	"p.a.s."
"CGIGDMFJXJATDK-UHFFFAOYSA-N"	"p.d.a."
"CGIGDMFJXJATDK-UHFFFAOYSA-N"	"p.d.a."
"NDAUXUAQIAJITI-UHFFFAOYSA-N"	"p.f."
"NDAUXUAQIAJITI-UHFFFAOYSA-N"	"p.f."
"NDAUXUAQIAJITI-UHFFFAOYSA-N"	"p.f. sol"
"NDAUXUAQIAJITI-UHFFFAOYSA-N"	"p.f.-1.25mg/2.5ml"
"NDAUXUAQIAJITI-UHFFFAOYSA-N"	"p.f.-1mg/ml"
"NDAUXUAQIAJITI-UHFFFAOYSA-N"	"p.f.-2.5mg/2.5ml"
"NDAUXUAQIAJITI-UHFFFAOYSA-N"	"p.f.-5mg/2.5ml"
"PVNIIMVLHYAWGP-UHFFFAOYSA-N"	"p.p."
"PVNIIMVLHYAWGP-UHFFFAOYSA-N"	"p.p."
"RLAWWYSOJDYHDC-UHFFFAOYSA-N"	"p)-10mg"
"RLAWWYSOJDYHDC-UHFFFAOYSA-N"	"p)-20mg"
"RLAWWYSOJDYHDC-UHFFFAOYSA-N"	"p)-40mg"
"RLAWWYSOJDYHDC-UHFFFAOYSA-N"	"p)-5mg"
"DDUHZTYCFQRHIY-UHFFFAOYSA-N"	"p/g"
"DDUHZTYCFQRHIY-UHFFFAOYSA-N"	"p/g 165"
"DDUHZTYCFQRHIY-UHFFFAOYSA-N"	"p/g 330"
"OPQNCARIZFLNLF-UHFFFAOYSA-N"	"p3"
"ALYNCZNDIQEVRV-UHFFFAOYSA-N"	"pab"
"ALYNCZNDIQEVRV-UHFFFAOYSA-N"	"pabafilm"
"ALYNCZNDIQEVRV-UHFFFAOYSA-N"	"pabagel"
"BDSYKGHYMJNPAB-UHFFFAOYSA-N"	"pac-cream"
"BLFLLBZGZJTVJG-UHFFFAOYSA-N"	"pac-dent"
"ZZVUWRFHKOJYTH-UHFFFAOYSA-N"	"pac-kit"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"pacific citrus,"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"pads acne"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"pads deep"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"pads-liq"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"pads,"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"pads,"
"IAOZJIPTCAWIRG-UHFFFAOYSA-N"	"pal sweet"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"pan"
"IQPSEEYGBUAQFF-UHFFFAOYSA-N"	"panto iv"
"IQPSEEYGBUAQFF-UHFFFAOYSA-N"	"panto-byk"
"TYMABNNERDVXID-UHFFFAOYSA-N"	"papm/bp"
"ZVGNESXIJDCBKN-UHFFFAOYSA-N"	"par"
"RZVAJINKPMORJF-UHFFFAOYSA-N"	"para-tabs"
"LXCFILQKKLGQFO-UHFFFAOYSA-N"	"paridol"
"SNIOPGDIGTZGOP-UHFFFAOYSA-N"	"patch 0.2"
"SNIOPGDIGTZGOP-UHFFFAOYSA-N"	"patch 0.4"
"SNIOPGDIGTZGOP-UHFFFAOYSA-N"	"patch 0.6"
"SNIOPGDIGTZGOP-UHFFFAOYSA-N"	"patch 0.8"
"XSVMFMHYUFZWBK-UHFFFAOYSA-N"	"patch 10"
"XSVMFMHYUFZWBK-UHFFFAOYSA-N"	"patch 15"
"XSVMFMHYUFZWBK-UHFFFAOYSA-N"	"patch 5"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"paula's"
"SONNWYBIRXJNDC-UHFFFAOYSA-N"	"pe non-drowsy,"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"pea lily"
"NIJJYAXOARWZEE-UHFFFAOYSA-N"	"peac"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"peach tea"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"peaches"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"pear hand"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"pear)"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"pearl-lotion-0.4%"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"peau"
"RZVAJINKPMORJF-UHFFFAOYSA-N"	"pediaphen 80mg/5ml"
"OIGNJSKKLXVSLS-UHFFFAOYSA-N"	"pediapred-liq 6.7mg/5ml"
"QRXWMOHMRWLFEY-UHFFFAOYSA-N"	"pediatric 50mg/5ml"
"VNFPBHJOKIVQEB-UHFFFAOYSA-N"	"pedicure"
"UREBDLICKHMUKA-UHFFFAOYSA-N"	"pellets"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"pellicules seches,"
"TYQXKHPOXXXCTP-UHFFFAOYSA-N"	"pels"
"UCTWMZQNUQWSLP-UHFFFAOYSA-N"	"pen-liquid-0.3mg/0.3ml"
"HEFNNWSXXWATRW-UHFFFAOYSA-N"	"pendo-ibuprofen (200mg"
"LSQZJLSUYDQPKJ-UHFFFAOYSA-N"	"penta-amoxicillin-125mg/5ml"
"LSQZJLSUYDQPKJ-UHFFFAOYSA-N"	"penta-amoxicillin-250mg/5ml"
"XUFQPHANEAPEMJ-UHFFFAOYSA-N"	"pepcid ac"
"XUFQPHANEAPEMJ-UHFFFAOYSA-N"	"pepcid i.v."
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"percy"
"FBOZXECLQNJBKD-UHFFFAOYSA-N"	"pf/sa"
"SPPTWHFVYKCNNK-UHFFFAOYSA-N"	"pfd"
"ULGZDMOVFRHVEP-UHFFFAOYSA-N"	"pfizer-e"
"KAQKFAOMNZTLHT-UHFFFAOYSA-N"	"pgx"
"BQVCCPGCDUSGOE-UHFFFAOYSA-N"	"phaso"
"QIVBCDIJIAJPQS-UHFFFAOYSA-N"	"phe-,"
"QIVBCDIJIAJPQS-UHFFFAOYSA-N"	"phe-,"
"ISWSIDIOOBJBQZ-UHFFFAOYSA-N"	"phenol (0.4%)"""
"ISWSIDIOOBJBQZ-UHFFFAOYSA-N"	"phenol (0.4%)"""
"ISWSIDIOOBJBQZ-UHFFFAOYSA-N"	"phenol 6%"
"ISWSIDIOOBJBQZ-UHFFFAOYSA-N"	"phenol 6%"
"FPHLBGOJWPEVME-UHFFFAOYSA-N"	"phenyl)-2"
"BSYNRYMUTXBXSQ-UHFFFAOYSA-N"	"phl-asa"
"BSYNRYMUTXBXSQ-UHFFFAOYSA-N"	"phl-asa e.c."
"RTHCYVBBDHJXIQ-UHFFFAOYSA-N"	"phl-fluoxetine-solution 20mg/5ml"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"phs gold"
"IMQLKJBTEOYOSI-UHFFFAOYSA-N"	"phytins"
"QCHFTSOMWOSFHM-UHFFFAOYSA-N"	"pilo 20"
"QCHFTSOMWOSFHM-UHFFFAOYSA-N"	"pilo 40"
"QCHFTSOMWOSFHM-UHFFFAOYSA-N"	"pilo-20"
"QCHFTSOMWOSFHM-UHFFFAOYSA-N"	"pilo-40"
"QCHFTSOMWOSFHM-UHFFFAOYSA-N"	"pilocarpine 6%"
"FIPWRIJSWJWJAI-UHFFFAOYSA-N"	"pio"
"GKIRPKYJQBWNGO-UHFFFAOYSA-N"	"pioner"
"XNOPRXBHLZRZKH-UHFFFAOYSA-N"	"piton s"
"WWYNJERNGUHSAO-UHFFFAOYSA-N"	"plan b"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"plantar"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"pleasant"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"pleasures"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"plum,"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"plum,"
"NNJVILVZKWQKPM-UHFFFAOYSA-N"	"plumb"
"GIJXKZJWITVLHI-UHFFFAOYSA-N"	"pms-benztropine 2mg/tab"
"MYSWGUAQZAJSOK-UHFFFAOYSA-N"	"pms-ciprofloxacin 0.3%"
"RTHCYVBBDHJXIQ-UHFFFAOYSA-N"	"pms-fluoxetine liquid-20mg/5ml"
"OEXHQOGQTVQTAT-UHFFFAOYSA-N"	"pms-ipratropium (2ml"
"VAOCPAMSLUNLGC-UHFFFAOYSA-N"	"pms-metronidazole 250mg/tab"
"QCHFTSOMWOSFHM-UHFFFAOYSA-N"	"pms-pilocarpine 6%"
"NCEXYHBECQHGNR-UHFFFAOYSA-N"	"pms-sulfasalazine 500mg/tab"
"NCEXYHBECQHGNR-UHFFFAOYSA-N"	"pms-sulfasalazine-e.c."
"KLBQZWRITKRQQV-UHFFFAOYSA-N"	"pms-thioridazine 100mg/tab"
"KLBQZWRITKRQQV-UHFFFAOYSA-N"	"pms-thioridazine 10mg/tab"
"NLVFBUXFDBBNBW-UHFFFAOYSA-N"	"pms-tobramycin 0.3%"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"point"
"SNICXCGAKADSCV-UHFFFAOYSA-N"	"polacrilex gum,"
"24939-03-5"	"poly i:c"
"BDJRBEYXGGNYIS-UHFFFAOYSA-N"	"poly(azelaic"
"PGBHMTALBVVCIT-UHFFFAOYSA-N"	"pomada"
"PGBHMTALBVVCIT-UHFFFAOYSA-N"	"pomada de"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"pomelo"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"popped"
"MKXZASYAUGDDCJ-UHFFFAOYSA-N"	"pops"
"MUNMIGOEDGHVLE-UHFFFAOYSA-N"	"por"
"MUNMIGOEDGHVLE-UHFFFAOYSA-N"	"por 8"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"porcelain"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"pore acne"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"pore gel-2%"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"pore prep"
"QYSXJUFSXHHAJI-UHFFFAOYSA-N"	"port"
"QYSXJUFSXHHAJI-UHFFFAOYSA-N"	"port a"
"JYGXADMDTFJGBT-UHFFFAOYSA-N"	"post peel"
"JYGXADMDTFJGBT-UHFFFAOYSA-N"	"post-skin"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"pot"
"JGSARLDLIJGVTE-UHFFFAOYSA-N"	"pot."
"JGSARLDLIJGVTE-UHFFFAOYSA-N"	"pot."
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"potato"
"NNJVILVZKWQKPM-UHFFFAOYSA-N"	"pound"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"pour la"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"pours"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"pours le"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"pours les"
"FUSNMLFNXJSCDI-UHFFFAOYSA-N"	"powder-1%"
"FUSNMLFNXJSCDI-UHFFFAOYSA-N"	"powder-1%"
"XDXDZDZNSLXDNA-UHFFFAOYSA-N"	"powder-10mg/vial"
"XDXDZDZNSLXDNA-UHFFFAOYSA-N"	"powder-5mg/vial"
"RZVAJINKPMORJF-UHFFFAOYSA-N"	"powerful"
"LXCFILQKKLGQFO-UHFFFAOYSA-N"	"preserval"
"FBOZXECLQNJBKD-UHFFFAOYSA-N"	"preserved"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"pretty"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"pretty in"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"prevens"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"price"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"primer"
"BLFLLBZGZJTVJG-UHFFFAOYSA-N"	"primo"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"primory"
"MUMGGOZAMZWBJJ-UHFFFAOYSA-N"	"primotest"
"GVJHHUAWPYXKBD-UHFFFAOYSA-N"	"pro e"
"BSYNRYMUTXBXSQ-UHFFFAOYSA-N"	"pro-aas"
"FKNXQNWAXFXVNW-UHFFFAOYSA-N"	"pro-air"
"BLFLLBZGZJTVJG-UHFFFAOYSA-N"	"pro-caine"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"pro-cool"
"GHXZTYHSJHQHIJ-UHFFFAOYSA-N"	"pro-dentx"
"DCOPUUMXTXDBNB-UHFFFAOYSA-N"	"pro-diclo"
"CBEQULMOCCWAQT-UHFFFAOYSA-N"	"pro-entra"
"VNFPBHJOKIVQEB-UHFFFAOYSA-N"	"pro-ex"
"ONPXCLZMBSJLSP-UHFFFAOYSA-N"	"pro-hyp"
"CGIGDMFJXJATDK-UHFFFAOYSA-N"	"pro-indo"
"UREBDLICKHMUKA-UHFFFAOYSA-N"	"pro-lene"
"FPIPGXGPPPQFEQ-UHFFFAOYSA-N"	"pro-sol"
"FPIPGXGPPPQFEQ-UHFFFAOYSA-N"	"pro-sol a"
"UREBDLICKHMUKA-UHFFFAOYSA-N"	"pro-sone"
"UREBDLICKHMUKA-UHFFFAOYSA-N"	"pro-sone cream-0.05%"
"UREBDLICKHMUKA-UHFFFAOYSA-N"	"pro-sone lotion-0.05%"
"UREBDLICKHMUKA-UHFFFAOYSA-N"	"pro-sone ointment-0.05%"
"ZIMGGGWCDYVHOY-UHFFFAOYSA-N"	"pro-v"
"ONIBWKKTOPOVIA-UHFFFAOYSA-N"	"pro(-)"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"proactive"
"NDAUXUAQIAJITI-UHFFFAOYSA-N"	"proair"
"REQCZEXYDRLIBE-UHFFFAOYSA-N"	"procan sr"
"CMSMOCZEIVJLDB-UHFFFAOYSA-N"	"procytox 1000mg/vial"
"CMSMOCZEIVJLDB-UHFFFAOYSA-N"	"procytox 2000mg/vial"
"CMSMOCZEIVJLDB-UHFFFAOYSA-N"	"procytox 200mg/vial"
"ONIBWKKTOPOVIA-UHFFFAOYSA-N"	"proline,"
"ONIBWKKTOPOVIA-UHFFFAOYSA-N"	"proline,"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"prone"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"propa"
"QELSKZZBTMNZEB-UHFFFAOYSA-N"	"propylis"
"IQPSEEYGBUAQFF-UHFFFAOYSA-N"	"protonix i.v."
"LEBVLXFERQHONN-UHFFFAOYSA-N"	"prt 7.5mg/ml"
"KWGRBVOPPLSCSI-UHFFFAOYSA-N"	"pseudo-12"
"ZDFDJJJGIRGMBE-UHFFFAOYSA-N"	"pwr 100,000units/gm"
"CIWBSHSKHKDKBQ-UHFFFAOYSA-N"	"pwr 1000mg/tsp"
"FUSNMLFNXJSCDI-UHFFFAOYSA-N"	"pwr 10mg/gm"
"BVKZGUZCCUSVTD-UHFFFAOYSA-N"	"pwr 280.3mg/gm"
"CIWBSHSKHKDKBQ-UHFFFAOYSA-N"	"pwr 4000mg/tsp"
"ULGZDMOVFRHVEP-UHFFFAOYSA-N"	"pwr 400mg/5ml"
"GUBGYTABKSRVRQ-UHFFFAOYSA-N"	"pwr 50gm/pck"
"BVKZGUZCCUSVTD-UHFFFAOYSA-N"	"pwr 650mg/pck"
"PVNIIMVLHYAWGP-UHFFFAOYSA-N"	"pwr 800mg/1.25ml"
"XLXSAKCOAKORKW-UHFFFAOYSA-N"	"pws 0.8mg/vial"
"JFPVXVDWJQMJEE-UHFFFAOYSA-N"	"pws 1.5gm/add-vantage"
"AVKUERGKIZMTKX-UHFFFAOYSA-N"	"pws 1000mg/vial"
"MLYYVTUWGNIJIB-UHFFFAOYSA-N"	"pws 10gm/vial"
"ZEMIJUDPLILVNQ-UHFFFAOYSA-N"	"pws 175mg/5ml"
"XDRYMKDFEDOLFX-UHFFFAOYSA-N"	"pws 300mg/vial"
"BJOLKYGKSZKIGU-UHFFFAOYSA-N"	"pws 3mg/5ml"
"AVKUERGKIZMTKX-UHFFFAOYSA-N"	"pws 500mg/5ml"
"RFHAOTPXVQNOHP-UHFFFAOYSA-N"	"pws 50mg/5ml"
"XDXDZDZNSLXDNA-UHFFFAOYSA-N"	"pws 5mg/vial"
"BJOLKYGKSZKIGU-UHFFFAOYSA-N"	"pws 6.25mg/5ml"
"IWUCXVSUMQZMFG-UHFFFAOYSA-N"	"pws 6gm/vial"
"JFPVXVDWJQMJEE-UHFFFAOYSA-N"	"pws 750mg/add-vantage"
"JNIIDKODPGHQSS-UHFFFAOYSA-N"	"pws im"
"AVKUERGKIZMTKX-UHFFFAOYSA-N"	"pws im/iv"
"LXNHXLLTXMVWPM-UHFFFAOYSA-N"	"pyridoxine (vit"
"LXNHXLLTXMVWPM-UHFFFAOYSA-N"	"pyridoxine (vitamin"
"ACTIUHUUMQJHFO-UHFFFAOYSA-N"	"q-gel"
"AAOVKJBEBIDNHE-UHFFFAOYSA-N"	"q-pam"
"HSRJKNPTNIJEKV-UHFFFAOYSA-N"	"q-tussin"
"GHXZTYHSJHQHIJ-UHFFFAOYSA-N"	"qd swab"
"GHXZTYHSJHQHIJ-UHFFFAOYSA-N"	"qd wipe"
"RZVAJINKPMORJF-UHFFFAOYSA-N"	"quiet"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"quik-care"
"SNICXCGAKADSCV-UHFFFAOYSA-N"	"quit"
"SNICXCGAKADSCV-UHFFFAOYSA-N"	"quit 2"
"SNICXCGAKADSCV-UHFFFAOYSA-N"	"quit 4"
"ODKSFYDXXFIFQN-UHFFFAOYSA-N"	"r-gene"
"ODKSFYDXXFIFQN-UHFFFAOYSA-N"	"r-gene 10"
"AGBQKNBQESQNJD-UHFFFAOYSA-N"	"r-la"
"ULGZDMOVFRHVEP-UHFFFAOYSA-N"	"r-p"
"BYJAVTDNIXVSPW-UHFFFAOYSA-N"	"r.o.-eye"
"UEMLYRZWLVXWRU-UHFFFAOYSA-N"	"r.p."
"UEMLYRZWLVXWRU-UHFFFAOYSA-N"	"r.p."
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"radically"
"BVKZGUZCCUSVTD-UHFFFAOYSA-N"	"rainbow"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"raining"
"VMXUWOKSQNHOCA-UHFFFAOYSA-N"	"ranitidine (form"
"IYIKLHRQXLHMJQ-UHFFFAOYSA-N"	"ratio-amiodarone i.v."
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"raw"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"raw heat"
"XOFYZVNMUHMLCC-UHFFFAOYSA-N"	"rayos"
"PWAOOJDMFUQOKB-UHFFFAOYSA-N"	"re"
"ZIMGGGWCDYVHOY-UHFFFAOYSA-N"	"re-gro"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"reactice"
"IWUCXVSUMQZMFG-UHFFFAOYSA-N"	"ready"
"IWUCXVSUMQZMFG-UHFFFAOYSA-N"	"ready to"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"real"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"recens"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"recens a"
"WEXRUCMBJFQVBZ-UHFFFAOYSA-N"	"rectal"
"NNJVILVZKWQKPM-UHFFFAOYSA-N"	"recticare"
"SNIOPGDIGTZGOP-UHFFFAOYSA-N"	"rectiv"
"DBZJJPROPLPMSN-UHFFFAOYSA-N"	"red 43"
"SQLYYENAJNILOX-UHFFFAOYSA-N"	"red 45"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"red apple"
"CNIIGCLFLJGOGP-UHFFFAOYSA-N"	"red away"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"red lion"
"RWSXRVCMGQZWBV-UHFFFAOYSA-N"	"red."
